Index,Word,Kana,Meaning,Part of Speech,Example JP,Example EN,Jisho Link
2977,前進,ぜんしん,advancement,Verbal Noun,一列に並んで前進して下さい。,Please form a line and proceed forwards.,http://jisho.org/search/%E5%89%8D%E9%80%B2
2978,からかう,からかう,"make fun of, tease",Verb,彼は時々妹をからかいます。,He sometimes makes fun of his younger sister.,http://jisho.org/search/%E3%81%8B%E3%82%89%E3%81%8B%E3%81%86
2979,進路,しんろ,"course, route",Noun,卒業後の進路を迷っています。,I'm having trouble deciding what path I'll take after graduation.,http://jisho.org/search/%E9%80%B2%E8%B7%AF
2980,行進,こうしん,"march, parade",Verbal Noun,開会式で選手たちが行進しました。,Players paraded at the opening ceremony.,http://jisho.org/search/%E8%A1%8C%E9%80%B2
2981,推進,すいしん,promotion,Verbal Noun,その会社はリサイクルを推進しているね。,The company is promoting recycling.,http://jisho.org/search/%E6%8E%A8%E9%80%B2
2982,主任,しゅにん,person in charge,Noun,彼女は会計主任です。,She is an account manager.,http://jisho.org/search/%E4%B8%BB%E4%BB%BB
2983,辞任,じにん,resignation,Verbal Noun,社長の辞任が決まりました。,The president's resignation has been agreed upon.,http://jisho.org/search/%E8%BE%9E%E4%BB%BB
2984,お世辞,おせじ,"compliment, flattery",Noun,彼はお世辞を言うのが上手い。,He is good at flattery.,http://jisho.org/search/%E3%81%8A%E4%B8%96%E8%BE%9E
2985,委員会,いいんかい,committee,Noun,明日、委員会が開かれます。,The committee meeting will be held tomorrow.,http://jisho.org/search/%E5%A7%94%E5%93%A1%E4%BC%9A
2986,すっきり,すっきり,refreshed,Adverb,よく眠ったら気分がすっきりした。,I felt much better after a good sleep.,http://jisho.org/search/%E3%81%99%E3%81%A3%E3%81%8D%E3%82%8A
2987,委員,いいん,"committee member, delegate",Noun,彼は委員に選ばれました。,He was elected to the committee.,http://jisho.org/search/%E5%A7%94%E5%93%A1
2988,出勤,しゅっきん,"to go to work, attendance at work",Verbal Noun,毎朝7時5分に出勤します。,I go to work at 7:05 every morning.,http://jisho.org/search/%E5%87%BA%E5%8B%A4
2989,勤勉,きんべん,"diligence, hard work",Adjectival Noun,彼は勤勉な人です。,He is a diligent person.,http://jisho.org/search/%E5%8B%A4%E5%8B%89
2990,勤務,きんむ,duty; work,Verbal Noun,私の一日の勤務時間は8時間です。,I work 8 hours a day.,http://jisho.org/search/%E5%8B%A4%E5%8B%99
2991,義務,ぎむ,"duty, obligation",Noun,労働は国民の義務です。,It's a citizen's duty to work.,http://jisho.org/search/%E7%BE%A9%E5%8B%99
2992,事務,じむ,office work,Noun,事務の経験が3年あります。,I have three years experience in clerical work.,http://jisho.org/search/%E4%BA%8B%E5%8B%99
2993,公務員,こうむいん,"public officer, government worker",Noun,私の父は公務員です。,My father is a civil servant.,http://jisho.org/search/%E5%85%AC%E5%8B%99%E5%93%A1
2994,あいにく,あいにく,unfortunately,Adverb,途中であいにく雨が降り出したの。,"Unfortunately, it began to rain on the way.",http://jisho.org/search/%E3%81%82%E3%81%84%E3%81%AB%E3%81%8F
2995,事務員,じむいん,"clerk, clerical staff",Noun,新しい事務員が入りました。,A new clerk joined the office.,http://jisho.org/search/%E4%BA%8B%E5%8B%99%E5%93%A1
2996,従う,したがう,"follow, obey",Verb,上司の指示に従った。,I followed my boss' instructions.,http://jisho.org/search/%E5%BE%93%E3%81%86
2997,従業員,じゅうぎょういん,"employee, worker",Noun,会社は従業員の数を増やす予定だ。,The company plans to increase the number of employees.,http://jisho.org/search/%E5%BE%93%E6%A5%AD%E5%93%A1
2998,雇用,こよう,employment,Verbal Noun,彼はその会社と雇用契約を結んだの。,He signed a contract of employment with the company.,http://jisho.org/search/%E9%9B%87%E7%94%A8
2999,実績,じっせき,"achievement, performance",Noun,彼は営業で実績を上げたんだ。,He achieved good results working in sales.,http://jisho.org/search/%E5%AE%9F%E7%B8%BE
3000,業績,ぎょうせき,"achievement, performance",Noun,彼の今月の業績は素晴らしいです。,His performance this month was amazing.,http://jisho.org/search/%E6%A5%AD%E7%B8%BE
3001,応募,おうぼ,application,Verbal Noun,求人に多数の応募があった。,There were a lot of applications for the job opening.,http://jisho.org/search/%E5%BF%9C%E5%8B%9F
3002,集中,しゅうちゅう,"concentration, convergence",Verbal Noun,勉強に集中しなさい。,Concentrate on studying.,http://jisho.org/search/%E9%9B%86%E4%B8%AD
3003,おばさん,おばさん,middle-aged woman,Noun,おばさん、こんにちは。,Good afternoon (addressed to a familiar middle-aged woman).,http://jisho.org/search/%E3%81%8A%E3%81%B0%E3%81%95%E3%82%93
3004,集合,しゅうごう,"gathering, assembly",Verbal Noun,7時5分に駅で集合しましょう。,Let's meet at the station at 7:05,http://jisho.org/search/%E9%9B%86%E5%90%88
3005,集まり,あつまり,"gathering, assembly",Noun,雨で集まりが悪いですね。,Not many people are showing up because of the rain.,http://jisho.org/search/%E9%9B%86%E3%81%BE%E3%82%8A
3006,収集,しゅうしゅう,"collection, gathering",Verbal Noun,彼の趣味は切手収集です。,His hobby is collecting stamps.,http://jisho.org/search/%E5%8F%8E%E9%9B%86
3007,採算,さいさん,profit,Noun,コストがこんなに高くては採算が取れません。,"When the costs are so high, profit can't be made.",http://jisho.org/search/%E6%8E%A1%E7%AE%97
3008,採点,さいてん,"marking, grading",Verbal Noun,先生は試験の採点が終わったようね。,It seems that the teacher has finished marking the examination.,http://jisho.org/search/%E6%8E%A1%E7%82%B9
3009,供給,きょうきゅう,"supply, provision",Verbal Noun,彼の会社は電力を供給しています。,His company supplies electricity.,http://jisho.org/search/%E4%BE%9B%E7%B5%A6
3010,月給,げっきゅう,monthly salary,Noun,月給は毎月25日に支給されます。,The salary is paid on the 25th of every month.,http://jisho.org/search/%E6%9C%88%E7%B5%A6
3011,ジャンプ,ジャンプ,jump,Verbal Noun,猿が高い木にジャンプした。,The monkey jumped into the tall tree.,http://jisho.org/search/%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%97
3012,時給,じきゅう,hourly wage,Noun,この仕事は時給1000円です。,This work pays 1000 yen per hour.,http://jisho.org/search/%E6%99%82%E7%B5%A6
3013,需要,じゅよう,demand,Noun,需要が多過ぎて生産が追い付きません。,There's a lot of demand and production can't keep up.,http://jisho.org/search/%E9%9C%80%E8%A6%81
3014,就任,しゅうにん,"inauguration, appointment",Verbal Noun,彼は新首相に就任しましたね。,He assumed his post as the new Prime Minister.,http://jisho.org/search/%E5%B0%B1%E4%BB%BB
3015,職員,しょくいん,"staff, employee",Noun,ここは職員専用の出入り口です。,This is an entrance for staff only.,http://jisho.org/search/%E8%81%B7%E5%93%A1
3016,職場,しょくば,"place of work, office",Noun,自宅から職場まで1時間かかります。,It takes one hour from home to the office.,http://jisho.org/search/%E8%81%B7%E5%A0%B4
3017,職業,しょくぎょう,occupation,Noun,あなたの職業を教えてください。,Please tell me your occupation.,http://jisho.org/search/%E8%81%B7%E6%A5%AD
3018,条約,じょうやく,treaty,Noun,2国間で条約が結ばれました。,A treaty was concluded between the two countries.,http://jisho.org/search/%E6%9D%A1%E7%B4%84
3019,あちらこちら,あちらこちら,"all over, here and there",Noun,あちらこちらで紅葉がきれいですね。,Here and there the autumn colors are beautiful.,http://jisho.org/search/%E3%81%82%E3%81%A1%E3%82%89%E3%81%93%E3%81%A1%E3%82%89
3020,参考,さんこう,"reference, consultation",Noun,この本を参考にして下さい。,Please refer to this book.,http://jisho.org/search/%E5%8F%82%E8%80%83
3021,参議院,さんぎいん,"House of Councilors, Upper House",Noun,彼は参議院議員です。,He is a member of the House of Councilors.,http://jisho.org/search/%E5%8F%82%E8%AD%B0%E9%99%A2
3022,お参り,おまいり,visiting a shrine or temple,Verbal Noun,家族でお寺にお参りに行きました。,We payed a visit to the temple with the family.,http://jisho.org/search/%E3%81%8A%E5%8F%82%E3%82%8A
3023,参考書,さんこうしょ,reference book,Noun,この参考書はとても役に立つよ。,This reference book is very useful.,http://jisho.org/search/%E5%8F%82%E8%80%83%E6%9B%B8
3024,加わる,くわわる,join in; participate,Verb,私たちのチームに彼が加わった。,He joined our team.,http://jisho.org/search/%E5%8A%A0%E3%82%8F%E3%82%8B
3025,いい加減,いいかげん,"irresponsible, half-baked",Adjectival Noun,いい加減なことを言ってはいけません。,You shouldn't say thoughtless things.,http://jisho.org/search/%E3%81%84%E3%81%84%E5%8A%A0%E6%B8%9B
3026,追う,おう,"chase, pursue",Verb,警官は怪しい男の後を追ったよ。,The police officer went after the suspicious man.,http://jisho.org/search/%E8%BF%BD%E3%81%86
3027,追い出す,おいだす,kick out; expel,Verb,彼は家から追い出された。,He was kicked out from his home.,http://jisho.org/search/%E8%BF%BD%E3%81%84%E5%87%BA%E3%81%99
3028,いつのまにか,いつのまにか,before it is noticed; unawares,Adverb,いつのまにか夜が明けていたね。,The dawn had broken before we realized it.,http://jisho.org/search/%E3%81%84%E3%81%A4%E3%81%AE%E3%81%BE%E3%81%AB%E3%81%8B
3029,感じ,かんじ,"feeling, impression",Noun,あの子は感じの良い子です。,That child is very likable.,http://jisho.org/search/%E6%84%9F%E3%81%98
3030,感情,かんじょう,"feeling, emotion",Noun,感情とは複雑なものです。,Emotions are complex things.,http://jisho.org/search/%E6%84%9F%E6%83%85
3031,感覚,かんかく,"sense, sensation",Noun,冷えて指の感覚がない。,I am so cold I can't feel my fingers.,http://jisho.org/search/%E6%84%9F%E8%A6%9A
3032,感動,かんどう,emotionally moving,Verbal Noun,感動する映画でした。,It was a moving film.,http://jisho.org/search/%E6%84%9F%E5%8B%95
3033,実感,じっかん,"true sense, realization",Verbal Noun,子供が歩き始めたとき、子供の成長を実感した。,I got a real sense of my kid's growth when he started walking.,http://jisho.org/search/%E5%AE%9F%E6%84%9F
3034,感心,かんしん,admiration,Verbal Noun,彼の我慢強さには感心しました。,I admired his patience.,http://jisho.org/search/%E6%84%9F%E5%BF%83
3035,思想,しそう,"thought, conception",Noun,人には思想の自由がある。,People have freedom of thought.,http://jisho.org/search/%E6%80%9D%E6%83%B3
3036,おごる,おごる,treat,Verb,彼に食事をおごってもらった。,He bought me a meal.,http://jisho.org/search/%E3%81%8A%E3%81%94%E3%82%8B
3037,感想,かんそう,"thought, impression",Noun,ご感想をお聞かせ下さい。,Please tell me your ideas.,http://jisho.org/search/%E6%84%9F%E6%83%B3
3038,空想,くうそう,"fantasy, daydreams",Verbal Noun,彼は空想にふけっているの。,He's indulging himself in daydreams.,http://jisho.org/search/%E7%A9%BA%E6%83%B3
3039,現像,げんぞう,developing (film),Verbal Noun,このフィルムを現像してください。,Please develop this film.,http://jisho.org/search/%E7%8F%BE%E5%83%8F
3040,現象,げんしょう,phenomenon,Noun,村では最近、不思議な現象が起きています。,A mysterious phenomenon occurred in the village recently.,http://jisho.org/search/%E7%8F%BE%E8%B1%A1
3041,気象,きしょう,weather condition,Noun,テレビで明日の気象情報を確認したよ。,I checked tomorrow's weather forecast on the TV.,http://jisho.org/search/%E6%B0%97%E8%B1%A1
3042,障子,しょうじ,paper sliding-door,Noun,猫が障子を破った。,The cat tore the paper sliding door.,http://jisho.org/search/%E9%9A%9C%E5%AD%90
3043,修正,しゅうせい,"correction, revision",Verbal Noun,検討の結果、案を修正したよ。,We adjusted the plan as a result of our deliberations.,http://jisho.org/search/%E4%BF%AE%E6%AD%A3
3044,おやつ,おやつ,"snack, refreshment",Noun,今日のおやつはプリンだった。,Today's snack was pudding.,http://jisho.org/search/%E3%81%8A%E3%82%84%E3%81%A4
3045,傷,きず,"wound, scar",Noun,足の傷が痛みます。,The wound in my foot hurts.,http://jisho.org/search/%E5%82%B7
3046,傷める,いためる,"damage, spoil",Verb,彼は柔道で腰を傷めたんだ。,He hurt his lower back doing judo.,http://jisho.org/search/%E5%82%B7%E3%82%81%E3%82%8B
3047,交換,こうかん,"exchange, bartering",Verbal Noun,試合の相手とユニフォームを交換したよ。,We exchanged uniforms with the opposing team at the match.,http://jisho.org/search/%E4%BA%A4%E6%8F%9B
3048,言い換える,いいかえる,"express in different words, paraphrase",Verb,彼は易しい言葉に言い換えたんだ。,He paraphrased it in easy language.,http://jisho.org/search/%E8%A8%80%E3%81%84%E6%8F%9B%E3%81%88%E3%82%8B
3049,着替え,きがえ,change of clothes,Verbal Noun,着替えを旅行カバンに詰めたよ。,I packed spare clothes in a travel bag.,http://jisho.org/search/%E7%9D%80%E6%9B%BF%E3%81%88
3050,交替,こうたい,"alternation, shift",Verbal Noun,家まで交替で荷物を持ちました。,We took turns carrying the luggage to the house.,http://jisho.org/search/%E4%BA%A4%E6%9B%BF
